ID,classLabelPhishing,favLabel,percentRequestUrls,URLLength,domainLabel,dotsInDomain
49129,0,1,1,0,0,0
69193,1,1,0,0,0,0
23924,0,1,-1,0,0,0
67024,1,1,0,-1,0,1
34503,0,1,1,0,0,0
69119,1,1,0,0,0,0
96905,0,1,1,0,0,0
79740,1,1,-1,1,0,0
20215,0,1,-1,0,0,0
57315,1,1,0,0,0,0
50027,0,1,-1,0,0,0
86466,1,1,0,1,0,0
95859,0,1,0,0,0,0
56358,1,1,0,0,0,0
79847,0,1,0,0,0,0
91709,1,1,0,0,0,0
38232,0,1,0,0,0,0
79895,1,1,0,1,0,0
27477,0,0,0,0,0,0
43136,1,1,0,0,0,0
56372,0,0,-1,0,0,0
93300,1,1,0,1,0,0
33974,0,1,1,0,0,0
43605,1,1,0,-1,1,0
91307,0,1,1,0,1,0
82288,1,1,0,0,0,0
93272,0,1,1,0,0,0
92851,1,1,0,1,0,0
99271,0,1,1,0,0,0
45067,1,1,0,1,0,0
41827,0,1,1,0,0,0
63242,1,1,0,1,0,0
78678,0,1,-1,0,0,0
65883,1,1,0,0,0,0
83804,0,1,0,0,0,0
57271,1,1,0,1,0,0
83184,0,1,1,0,0,0
53281,1,1,0,0,0,0
29801,0,1,0,0,0,0
30193,1,1,0,-1,0,0
88029,0,0,1,0,0,0
14815,1,1,0,0,0,0
95671,0,1,0,0,0,0
32672,1,1,0,1,0,0
47048,0,1,0,0,0,0
47457,1,1,0,1,0,0
10636,0,1,0,0,0,0
95416,1,1,0,1,0,0
54674,0,1,1,0,0,0
62347,1,1,0,1,0,0
31523,0,1,0,0,0,0
15107,1,1,0,0,0,0
61913,0,1,0,0,0,0
88318,1,1,0,1,0,0
76805,0,1,0,0,0,0
28279,1,1,0,1,0,0
39864,0,1,0,0,0,0
59082,1,1,0,0,0,0
39124,0,1,1,0,0,0
28972,1,1,0,-1,0,1
32385,0,1,0,0,0,0
16950,1,1,0,0,0,1
20021,0,1,0,0,0,0
58450,1,1,0,-1,0,1
47896,0,1,0,0,1,0
48729,1,1,0,1,0,0
45059,0,0,1,0,0,0
19883,1,1,0,1,0,0
95930,0,0,1,0,0,0
80105,1,1,0,1,0,0
70083,0,1,0,0,0,0
86565,1,1,0,-1,0,1
75662,0,1,0,0,0,0
16516,1,1,-1,1,0,0
31918,0,1,0,0,0,0
98378,1,1,0,-1,0,1
11280,0,1,-1,0,0,0
25364,1,1,0,0,0,0
47110,0,1,1,0,0,0
64717,1,1,1,1,1,0
57011,0,1,0,0,0,0
92811,1,1,-1,1,0,0
10500,0,1,0,0,0,0
64724,1,1,0,0,0,0
55667,0,1,0,0,0,0
69777,1,1,0,1,0,0
72454,0,1,-1,0,0,0
59034,1,1,0,-1,0,1
95171,0,1,1,0,0,0
24692,1,1,0,1,0,0
76064,0,1,-1,0,0,0
39051,1,1,0,-1,0,1
78109,0,1,1,0,0,0
14944,1,1,-1,1,0,0
81096,0,1,1,0,0,0
98464,1,1,-1,-1,1,0
83911,0,1,1,0,0,0
99308,1,1,-1,-1,0,0
71194,0,1,1,0,0,0
59300,1,1,-1,1,0,0
54664,0,1,1,0,0,0
38408,1,1,0,1,0,0
44730,0,1,-1,0,0,0
38008,1,1,0,1,0,0
74126,0,1,0,0,0,0
83011,1,1,0,1,0,0
79934,0,1,1,0,0,0
61862,1,1,0,-1,0,0
84990,0,1,-1,0,1,0
15978,1,1,0,1,0,0
38246,0,0,1,0,0,0
72838,1,1,0,1,0,0
96996,0,0,1,0,0,0
34392,1,1,1,1,1,0
49955,0,0,1,0,0,0
32312,1,1,0,1,1,0
69417,0,1,-1,0,0,0
81089,1,1,0,0,0,0
72774,0,1,0,0,0,0
65407,1,1,0,1,0,0
74686,0,1,-1,0,0,0
59978,1,1,0,0,1,0
64991,0,1,0,0,0,0
53485,1,1,0,1,0,0
93599,0,1,0,0,0,0
69008,1,1,-1,0,0,0
99842,0,1,0,0,0,0
82963,1,1,1,1,1,0
54041,0,1,0,0,0,0
98282,1,1,-1,0,0,0
85052,0,1,0,0,0,0
68625,1,1,0,1,0,0
87548,0,1,1,0,0,0
39929,1,1,-1,1,0,0
24448,0,1,0,0,0,0
20195,1,1,0,0,0,1
34059,0,1,1,0,0,0
11671,1,1,-1,1,0,0
96073,0,1,0,0,0,0
11566,1,1,0,1,0,0
60997,0,1,0,0,0,0
91054,1,1,0,0,0,1
64418,0,1,0,0,0,0
25100,1,1,0,0,0,0
53635,0,1,0,0,0,0
79021,1,1,-1,1,0,0
64631,0,0,1,0,0,0
66880,1,1,-1,1,0,0
41412,0,1,-1,0,0,0
11631,1,1,0,1,1,1
49919,0,1,1,0,0,0
60871,1,1,-1,1,1,0
12959,0,1,-1,0,0,0
42292,1,1,0,1,0,0
13373,0,1,-1,0,0,0
59714,1,1,0,-1,0,1
44808,0,1,1,0,0,0
20360,1,1,-1,0,0,0
43994,0,1,0,0,0,0
42990,1,1,0,-1,0,1
17890,0,0,1,0,0,0
97139,1,1,0,-1,1,0
69001,0,1,-1,0,0,0
14397,1,1,0,1,0,0
88460,0,1,0,0,0,0
57938,1,1,-1,0,0,0
33447,0,1,-1,0,0,0
24795,1,1,0,1,0,0
62379,0,1,0,0,0,0
13417,1,1,-1,1,0,0
51546,0,1,1,0,0,0
19469,1,1,0,0,0,0
46760,0,1,-1,0,0,0
18823,1,1,1,0,0,0
11604,0,1,-1,0,0,0
61804,1,1,0,-1,0,0
15787,0,1,-1,0,0,0
82528,1,1,0,1,1,1
85568,0,1,0,0,0,0
28294,1,1,0,0,0,1
59481,0,1,1,0,0,0
57928,1,1,0,-1,0,0
50834,0,1,0,0,0,0
26843,1,1,0,0,0,0
92751,0,1,-1,0,0,0
65449,1,1,1,1,1,0
98040,0,1,-1,0,0,0
58446,1,1,0,0,0,0
98589,0,1,0,0,0,0
35625,1,1,0,0,0,0
78793,0,1,0,0,0,0
24519,1,1,0,0,0,0
11612,0,0,0,0,0,0
94251,1,1,0,-1,0,0
47801,0,1,0,0,0,0
76475,1,1,0,1,0,0
20692,0,1,0,0,0,0
17876,1,1,0,0,1,0
28532,0,1,1,0,0,0
19647,1,1,0,0,0,0
98672,0,0,1,0,0,0
61829,1,1,0,0,0,1
80459,0,1,0,0,0,0
75472,1,1,0,1,0,0
53331,0,1,1,0,0,0
25425,1,1,0,-1,0,1
44243,0,1,1,0,0,0
10941,1,1,0,0,0,0
53540,0,1,1,0,0,0
39992,1,1,1,1,0,0
43274,0,1,1,0,0,0
98382,1,1,1,0,1,-1
87145,0,1,1,0,0,0
65122,1,1,0,-1,0,-1
66616,0,1,0,0,0,0
20312,1,1,0,1,0,0
89825,0,1,1,0,0,0
54055,1,1,0,1,0,0
15458,0,1,1,0,0,0
68879,1,1,0,-1,1,0
84396,0,1,1,0,1,0
85331,1,1,1,1,0,0
41384,0,1,0,0,0,0
54185,1,1,0,0,1,0
27674,0,1,-1,0,0,0
99064,1,1,0,0,0,0
79945,0,1,1,0,0,0
94780,1,1,0,0,0,0
56421,0,1,1,0,0,0
89838,1,1,0,1,0,0
69655,0,1,0,0,0,0
86145,1,1,0,0,0,0
19907,0,1,1,0,0,0
52084,1,1,0,0,0,0
89834,0,0,-1,0,0,0
26128,1,1,0,0,0,0
41807,0,0,-1,0,0,0
42568,1,1,0,1,0,0
39807,0,1,-1,0,0,0
54852,1,1,0,0,0,0
51091,0,1,0,0,1,0
38842,1,1,0,-1,1,1
23596,0,1,-1,0,0,0
43207,1,1,1,1,0,0
28726,0,1,-1,0,0,0
73926,1,1,0,0,0,0
72477,0,1,-1,0,0,0
59923,1,1,-1,-1,0,0
98125,0,1,1,0,0,0
48782,1,1,0,0,0,0
45746,0,1,0,0,1,0
34908,1,1,0,0,0,0
58056,0,1,0,0,0,0
87851,1,1,1,0,1,-1
34558,0,1,1,0,1,0
92189,1,1,0,1,0,0
68503,0,0,-1,0,0,0
32032,1,1,0,0,0,0
44519,0,1,0,0,0,0
37116,1,1,0,0,0,0
67225,0,1,0,0,1,0
54706,1,1,1,0,0,0
60579,0,1,1,0,0,0
37789,1,1,0,1,0,0
37874,0,1,0,0,0,0
27885,1,1,0,0,0,0
61459,0,1,1,0,0,0
38358,1,1,1,1,1,0
73549,0,1,-1,0,0,0
61292,1,1,1,1,0,0
70358,0,1,1,0,0,0
20095,1,1,0,0,0,0
23698,0,1,0,0,0,0
65572,1,1,1,1,0,0
80660,0,1,0,0,0,0
88250,1,1,0,0,1,0
26223,0,1,0,0,0,0
13800,1,1,1,0,0,1
92839,0,1,1,0,0,0
84557,1,1,0,1,1,0
64117,0,1,0,0,0,0
99661,1,1,0,0,0,1
22177,0,1,0,0,0,0
87400,1,1,1,1,0,0
62020,0,1,1,0,0,0
81376,1,1,0,1,1,0
87131,0,1,0,0,0,0
92348,1,1,0,0,0,1
23795,0,1,-1,0,0,0
40055,1,1,-1,1,1,0
16357,0,1,0,0,0,0
66591,1,1,1,1,1,0
70950,0,1,1,0,0,0
59246,1,1,1,1,1,0
66501,0,0,1,0,0,0
23521,1,1,0,-1,0,0
16144,0,1,0,0,0,0
50270,1,1,1,1,0,0
28497,0,1,-1,0,0,0
35223,1,1,-1,1,0,0
84336,0,1,0,0,0,0
98059,1,1,0,0,0,0
50263,0,1,0,0,0,0
35537,1,1,0,0,0,0
36394,0,1,1,0,0,0
27599,1,1,0,0,0,0
13707,0,1,-1,0,0,0
21709,1,1,0,0,1,0
24001,0,1,-1,0,0,0
44068,1,1,0,0,0,0
28222,0,0,1,0,0,0
19280,1,1,0,1,0,0
34311,0,1,1,0,0,0
97045,1,1,0,0,0,0
33915,0,1,0,0,1,0
50495,1,1,0,0,0,0
78949,0,1,0,0,1,0
90580,1,1,0,-1,0,1
25655,0,1,0,0,0,0
42970,1,1,0,0,0,0
67722,0,1,1,0,0,0
68457,1,1,0,0,1,-1
65611,0,1,1,0,0,0
81462,1,1,0,-1,0,0
70727,0,1,-1,0,0,0
50771,1,1,0,0,0,0
38413,0,1,0,0,0,0
74601,1,1,0,0,0,0
20724,0,1,0,0,0,0
65496,1,1,1,1,1,1
82836,0,1,0,0,0,0
17327,1,1,0,0,0,0
36022,0,1,0,0,1,0
78873,1,1,0,1,0,0
66697,0,1,0,0,0,0
56745,1,1,0,0,0,0
60123,0,1,1,0,0,0
67874,1,1,0,1,0,0
19872,0,1,1,0,0,0
21703,1,1,1,0,0,0
72759,0,1,1,0,0,0
42666,1,1,0,-1,0,1
94467,0,0,-1,0,0,0
58349,1,1,0,0,0,0
48363,0,1,-1,0,0,0
21468,1,1,0,1,0,1
86129,0,1,-1,0,0,0
14590,1,1,0,0,0,0
51766,0,1,-1,0,0,0
79760,1,1,0,0,0,0
80705,0,1,0,0,0,0
53191,1,1,1,1,0,1
34941,0,1,0,0,0,0
86828,1,1,0,0,0,0
90919,0,1,0,0,0,0
47101,1,1,0,0,0,0
94077,0,1,1,0,1,0
19782,1,1,0,0,0,0
30013,0,1,0,0,0,0
87136,1,1,-1,0,1,1
78132,0,1,-1,0,0,0
22921,1,1,0,1,0,0
92190,0,1,-1,0,0,0
64302,1,1,0,0,1,1
35618,0,1,1,0,0,0
20712,1,1,0,-1,0,1
77302,0,1,1,0,0,0
75491,1,1,0,0,0,0
43586,0,1,1,0,0,0
66921,1,1,0,0,0,0
59533,0,1,-1,0,0,0
97177,1,1,0,0,0,0
43734,0,1,0,0,0,0
76814,1,1,0,1,0,0
28018,0,1,1,0,0,0
13776,1,1,0,0,0,0
29706,0,1,1,0,0,0
57324,1,1,0,0,0,0
67438,0,1,0,0,0,0
53601,1,1,0,0,0,0
11245,0,1,0,0,1,0
26786,1,1,-1,1,0,0
81067,0,1,0,0,0,0
49266,1,1,0,0,0,1
31218,0,1,1,0,0,0
79976,1,1,0,0,0,0
48613,0,1,0,0,0,0
64785,1,1,1,1,0,1
17548,0,1,0,0,0,0
12837,1,1,1,0,0,0
90901,0,1,0,0,0,0
77129,1,1,0,0,0,0
33196,0,1,-1,0,0,0
49938,1,1,1,0,0,0
50719,0,1,-1,0,0,0
76110,1,1,1,0,0,0
69849,0,1,-1,0,0,0
98064,1,1,0,0,0,0
96239,0,1,0,0,0,0
22795,1,1,1,0,0,0
12282,0,1,0,0,1,0
14294,1,1,0,0,0,0
60967,0,1,1,0,0,0
66025,1,1,0,0,0,0
16811,0,1,0,0,0,0
97694,1,1,0,0,0,0
76597,0,1,1,0,0,0
80266,1,1,0,0,0,0
21046,0,1,1,0,0,0
23117,1,1,1,0,0,1
43192,0,1,1,0,0,0
87321,1,1,0,1,0,0
97849,0,1,0,0,1,0
57108,1,1,0,1,1,0
73447,0,0,1,0,0,0
32940,1,1,1,1,0,0
51798,0,1,0,0,0,0
49437,1,1,0,1,0,0
57908,0,1,-1,0,0,0
32802,1,1,0,1,0,0
39589,0,1,1,0,0,0
63160,1,1,1,0,0,1
79002,0,1,1,0,0,0
71143,1,1,-1,0,1,1
92323,0,1,1,0,0,0
93153,1,1,1,1,0,0
80244,0,1,-1,0,0,0
17409,1,1,0,0,0,-1
42915,0,1,0,0,0,0
85937,1,1,-1,1,0,0
98035,0,1,1,0,0,0
85320,1,1,0,-1,0,0
21389,0,1,1,0,0,0
46347,1,1,0,1,1,0
80043,0,1,0,0,0,0
64415,1,1,-1,1,0,0
20150,0,0,0,0,0,0
63030,1,1,0,0,0,0
58731,0,1,-1,0,0,0
11157,1,1,0,0,0,0
13362,0,1,0,0,0,0
16882,1,1,0,0,0,0
77605,0,1,1,0,0,0
87956,1,1,0,-1,0,0
25957,0,1,-1,0,1,0
47785,1,1,1,0,0,0
48766,0,1,0,0,0,0
62466,1,1,0,0,0,0
53248,0,1,0,0,0,0
40844,1,1,0,0,0,0
96167,0,1,-1,0,0,0
17390,1,1,0,0,0,0
60114,0,1,-1,0,0,0
92486,1,1,1,0,0,1
88525,0,1,0,0,0,0
40580,1,1,0,-1,0,0
20638,0,1,-1,0,0,0
13572,1,1,1,0,0,1
80018,0,1,0,0,0,0
89778,1,1,-1,1,0,0
44739,0,1,1,0,1,0
72791,1,1,0,0,0,0
31222,0,0,-1,0,0,0
19111,1,1,0,0,0,0
52394,0,1,1,0,0,0
22541,1,1,1,-1,0,1
78969,0,1,0,0,0,0
69136,1,1,-1,1,0,0
67137,0,1,1,0,0,0
61548,1,1,0,0,0,0
29890,0,0,1,0,0,0
11934,1,1,1,1,0,0
34332,0,1,0,0,0,0
32801,1,1,0,0,0,0
85572,0,1,0,0,0,0
66425,1,1,0,0,0,0
31961,0,1,0,0,0,0
50142,1,1,0,-1,0,0
11693,0,1,-1,0,0,0
70914,1,1,0,0,0,0
28523,0,1,1,0,0,0
35321,1,1,1,1,0,0
97157,0,1,1,0,0,0
10294,1,1,0,0,0,0
70215,0,1,-1,0,0,0
82406,1,1,0,0,0,0
42160,0,1,0,0,0,0
31275,1,1,-1,0,1,1
37922,0,1,0,0,0,0
70550,1,1,0,-1,0,0
67439,0,1,1,0,0,0
90137,1,1,0,0,0,0
87179,0,1,0,0,0,0
24688,1,1,0,1,0,0
91349,0,0,1,0,0,0
16653,1,1,1,0,0,1
37146,0,1,1,0,0,0
85280,1,1,-1,0,1,1
86227,0,1,-1,0,0,0
51146,1,1,1,0,0,1
10031,0,1,1,0,0,0
63534,1,1,-1,0,1,1
97212,0,1,-1,0,0,0
91803,1,1,0,1,0,0
15781,0,1,1,0,0,0
51552,1,1,1,0,0,0
62142,0,1,0,0,0,0
63088,1,1,0,0,0,0
32399,0,1,1,0,0,0
20472,1,1,0,1,0,0
40325,0,1,1,0,0,0
27210,1,1,1,1,0,1
82697,0,1,0,0,0,0
88953,1,1,0,1,0,0
52278,0,1,0,0,0,0
83418,1,1,1,0,0,0
95931,0,1,0,0,0,0
63764,1,1,1,0,0,0
75410,0,0,1,0,0,0
63578,1,1,1,0,0,1
22862,0,1,0,0,0,0
31959,1,1,0,0,0,0
23831,0,1,1,0,1,0
13113,1,1,-1,1,1,0
64008,0,1,-1,0,0,0
83072,1,1,1,0,0,1
87268,0,1,1,0,0,0
12015,1,1,1,0,0,1
60937,0,1,-1,0,0,0
87475,1,1,1,0,0,1
89831,0,1,1,0,0,0
70302,1,1,1,1,0,1
87288,0,1,1,0,0,0
63811,1,1,0,0,0,1
41460,0,1,0,0,1,0
26073,1,1,1,1,1,0
69320,0,1,0,0,0,0
76127,1,1,0,0,0,1
99307,0,1,0,0,0,0
74603,1,1,0,1,0,1
71463,0,1,0,0,0,0
83065,1,1,1,1,0,0
23582,0,1,1,0,0,0
16638,1,1,-1,1,0,0
84062,0,1,1,0,0,0
51112,1,1,1,1,0,0
44012,0,0,1,0,0,0
23802,1,1,-1,1,1,1
30656,0,1,-1,0,0,0
60745,1,1,1,1,0,0
16902,0,1,0,0,0,0
92559,1,1,0,1,0,0
97175,0,1,-1,0,0,0
45432,1,1,1,0,0,0
75089,0,1,0,0,0,0
67884,1,1,0,1,0,0
70901,0,1,0,0,0,0
51696,1,1,1,0,1,0
96277,0,1,0,0,0,0
88134,1,1,0,0,0,0
86883,0,1,1,0,0,0
18845,1,1,-1,-1,0,0
72520,0,1,0,0,0,0
49883,1,1,-1,1,0,0
47276,0,1,0,0,0,0
88846,1,1,1,1,0,0
81896,0,0,0,0,0,0
90940,1,1,1,1,1,0
34287,0,1,-1,0,0,0
16976,1,1,1,0,0,1
63998,0,1,0,0,0,0
36387,1,1,1,1,0,0
11930,0,1,1,0,0,0
58909,1,1,0,-1,1,0
13443,0,1,1,0,0,0
66572,1,1,-1,0,0,0
37883,0,1,1,0,0,0
26997,1,1,0,1,0,0
74290,0,1,0,0,0,0
88385,1,1,0,1,0,0
69690,0,1,0,0,0,0
21279,1,1,1,0,0,1
43573,0,0,1,0,0,0
30941,1,1,0,1,1,0
52809,0,1,1,0,0,0
74977,1,1,0,1,0,1
68947,0,1,0,0,0,0
76286,1,1,0,0,0,0
52475,0,1,0,0,0,0
59720,1,1,1,0,0,0
33821,0,1,-1,0,0,0
57047,1,1,0,0,0,1
80218,0,1,-1,0,0,0
68856,1,1,1,0,0,0
43359,0,1,0,0,0,0
20138,1,1,-1,1,0,0
63040,0,1,-1,0,0,0
73644,1,1,0,0,0,1
48631,0,1,0,0,0,0
72709,1,1,1,0,0,0
19094,0,1,1,0,0,0
11496,1,1,0,1,0,0
42646,0,1,1,0,0,0
48655,1,1,0,1,0,0
46640,0,1,0,0,1,0
56445,1,1,0,1,1,0
44613,0,1,-1,0,0,0
88878,1,1,1,0,0,0
23341,0,1,0,0,0,0
57939,1,1,1,0,0,0
83362,0,1,1,0,0,0
48418,1,1,0,0,0,0
80393,0,1,1,0,0,0
44854,1,1,1,0,0,1
68475,0,0,1,0,0,0
36350,1,1,1,0,0,1
24620,0,1,-1,0,0,0
57833,1,1,0,0,0,0
49485,0,1,-1,0,0,0
73124,1,1,1,0,0,1
99822,0,1,0,0,1,0
46941,1,1,1,0,0,1
88521,0,1,-1,0,0,0
35561,1,1,0,1,0,0
87407,0,1,-1,0,0,0
97224,1,1,0,1,1,0
52619,0,1,1,0,0,0
65373,1,1,0,0,0,0
69727,0,1,0,0,0,0
91494,1,1,0,1,1,0
12295,0,1,0,0,0,0
40083,1,1,0,0,0,1
23768,0,1,1,0,0,0
14611,1,1,0,1,0,0
39718,0,1,0,0,0,0
20080,1,1,0,1,1,0
34851,0,1,0,0,0,0
23362,1,1,0,0,0,0
55811,0,1,0,0,0,0
98397,1,1,1,0,0,1
26695,0,1,0,0,1,0
98871,1,1,1,0,0,1
29598,0,1,0,0,0,0
95209,1,1,1,0,0,0
77412,0,1,0,0,0,0
22528,1,1,1,0,0,1
18781,0,1,0,0,0,0
89519,1,1,0,1,0,0
12686,0,1,0,0,0,0
52317,1,1,0,0,0,0
46414,0,1,0,0,0,0
67980,1,1,0,0,0,0
19794,0,1,0,0,0,0
30782,1,1,0,0,0,0
64951,0,1,-1,0,0,0
67770,1,1,0,1,0,0
11444,0,1,-1,0,0,0
97200,1,1,0,0,0,0
87219,0,1,0,0,0,0
56086,1,1,0,1,0,0
65298,0,1,0,0,1,0
20445,1,1,0,1,0,0
38234,0,1,1,0,1,0
75277,1,1,0,1,1,1
76042,0,1,-1,0,0,0
84247,1,1,0,0,0,0
49838,0,1,1,0,0,0
61042,1,1,0,0,0,0
15848,0,1,1,0,0,0
99831,1,1,0,0,0,0
97479,0,1,-1,0,0,0
33903,1,1,0,0,0,0
62863,0,1,1,0,1,0
30093,1,1,0,0,0,0
22293,0,1,0,0,0,0
51741,1,1,0,0,0,0
40909,0,1,-1,0,0,0
40522,1,1,0,0,0,0
58982,0,1,0,0,0,0
96183,1,1,0,0,1,1
37205,0,1,0,0,0,0
34518,1,1,0,1,0,0
47291,0,1,0,0,0,0
35450,1,1,1,0,0,1
46682,0,1,-1,0,0,0
80077,1,1,0,0,0,0
77611,0,1,0,0,0,0
66876,1,1,0,0,0,0
32889,0,0,1,0,0,0
80331,1,1,0,1,0,0
94832,0,1,-1,0,0,0
86591,1,1,0,0,0,0
60246,0,1,0,0,0,0
96256,1,1,0,0,1,0
20117,0,1,1,0,0,0
46887,1,1,0,1,1,0
48526,0,1,-1,0,0,0
85100,1,1,0,1,1,0
75207,0,1,1,0,0,0
30526,1,1,-1,1,1,0
18736,0,1,-1,0,0,0
92114,1,1,0,1,0,0
85948,0,1,1,0,0,0
85711,1,1,1,0,0,1
24160,0,1,1,0,0,0
86735,1,1,1,0,0,1
94694,0,1,1,0,0,0
55592,1,1,0,0,0,0
64476,0,1,1,0,0,0
98416,1,1,0,-1,0,1
60908,0,1,1,0,0,0
53768,1,1,0,0,0,1
92688,0,1,1,0,0,0
71939,1,1,0,0,1,1
20835,0,1,0,0,0,0
60073,1,1,1,0,1,1
92168,0,1,-1,0,0,0
57299,1,1,0,0,0,0
20629,0,1,-1,0,0,0
46088,1,1,0,1,1,0
71389,0,1,-1,0,0,0
30194,1,1,1,0,0,1
74356,0,0,0,0,0,0
53597,1,1,0,0,0,1
40756,0,1,0,0,0,0
23611,1,1,0,0,0,0
61815,0,0,1,0,0,0
37878,1,1,0,0,0,0
90422,0,1,0,0,1,0
39646,1,1,0,1,0,0
32895,0,1,0,0,0,0
47997,1,1,0,0,0,0
93289,0,1,1,0,0,0
49921,1,1,0,0,0,0
49924,0,1,1,0,0,0
74415,1,1,0,0,0,0
74941,0,1,1,0,0,0
83160,1,1,1,0,0,1
53008,0,1,1,0,0,0
43315,1,1,0,0,0,0
65209,0,1,0,0,0,0
58495,1,1,0,0,0,0
69770,0,1,1,0,0,0
99824,1,1,1,0,0,1
91210,0,1,0,0,0,0
94808,1,1,0,0,0,0
56361,0,1,1,0,0,0
14399,1,1,0,1,0,0
25203,0,1,0,0,0,0
27651,1,1,1,0,0,1
71237,0,1,1,0,0,0
52737,1,1,0,1,0,0
22769,0,1,1,0,0,0
51804,1,1,0,0,0,0
92939,0,1,0,0,0,0
16022,1,1,0,-1,0,0
36630,0,0,0,0,0,0
16864,1,1,0,1,0,0
34277,0,1,1,0,0,0
76543,1,1,0,0,0,0
76219,0,1,1,0,0,0
92406,1,1,0,0,0,0
91041,0,1,0,0,0,0
57147,1,1,1,0,0,1
64947,0,1,1,0,0,0
10305,1,1,0,0,0,0
53456,0,0,1,0,1,0
56921,1,1,0,0,0,0
39976,0,1,0,0,0,0
82105,1,1,0,-1,0,0
45981,0,1,1,0,0,0
92381,1,1,0,0,0,0
16705,0,1,1,0,0,0
90853,1,1,0,0,0,0
28443,0,1,0,0,0,0
55559,1,1,0,0,0,0
36738,0,1,-1,0,0,0
11379,1,1,0,0,0,0
51502,0,1,1,0,0,0
47340,1,1,0,0,0,0
80345,0,1,-1,0,0,0
55922,1,1,0,0,0,0
69378,0,1,1,0,0,0
91767,1,1,0,0,0,0
54053,0,1,1,0,0,0
84229,1,1,0,-1,0,0
42576,0,1,1,0,0,0
42341,1,1,0,0,0,0
25135,0,1,0,0,1,0
50872,1,1,0,1,0,0
59234,0,1,0,0,0,0
35881,1,1,0,1,0,0
81046,0,1,-1,0,0,0
42778,1,1,1,-1,0,0
76123,0,1,-1,0,0,0
57454,1,1,1,-1,0,0
16874,0,1,0,0,0,0
48652,1,1,1,0,0,0
27961,0,1,0,0,0,0
60689,1,1,1,0,0,0
99241,0,1,1,0,0,0
57766,1,1,1,0,0,0
38193,0,1,0,0,1,0
30843,1,1,1,0,0,0
78652,0,1,0,0,0,0
98355,1,1,1,0,0,0
73145,0,1,0,0,0,0
52458,1,1,0,0,0,0
70882,0,1,0,0,0,0
38865,1,1,1,0,0,0
18092,0,1,1,0,0,0
94377,1,1,0,0,0,0
59647,0,1,1,0,0,0
86097,1,1,0,1,0,0
33809,0,1,1,0,0,0
13785,1,1,1,0,0,0
34279,0,0,-1,0,0,0
35148,1,1,1,0,0,0
59144,0,1,1,0,0,0
69149,1,1,1,0,0,0
19656,0,1,1,0,0,0
25501,1,1,1,1,0,0
89709,0,1,-1,0,0,0
48955,1,1,-1,1,1,1
63248,0,1,1,0,0,0
11172,1,1,1,0,0,0
71937,0,1,-1,0,0,0
53633,1,1,0,0,0,0
54560,0,1,1,0,1,0
96846,1,1,0,0,0,0
98194,0,1,-1,0,0,0
98897,1,1,0,0,0,0
37637,0,0,1,0,0,0
49864,1,1,0,0,0,0
50722,0,1,0,0,0,0
52380,1,1,1,-1,0,0
30345,0,1,0,0,0,0
68561,1,1,1,-1,0,0
16687,0,1,1,0,0,0
41694,1,1,0,-1,1,1
15169,0,1,1,0,0,0
63798,1,1,0,0,0,0
59513,0,1,1,0,0,0
98710,1,1,1,0,0,0
82284,0,1,-1,0,0,0
14536,1,1,0,0,0,0
84139,0,1,1,0,0,0
74785,1,1,0,0,0,0
54173,0,1,0,0,0,0
92635,1,1,-1,0,1,0
58055,0,1,0,0,0,0
18454,1,1,0,0,0,0
79497,0,1,0,0,0,0
69005,1,1,0,0,0,0
95746,0,1,-1,0,0,0
47995,1,1,0,0,0,0
37240,0,1,0,0,0,0
71414,1,1,1,0,0,0
68853,0,1,0,0,0,0
81654,1,1,0,0,1,0
15447,0,0,1,0,0,0
26890,1,1,1,0,0,0
89621,0,1,1,0,0,0
36255,1,1,1,0,0,0
18132,0,1,-1,0,0,0
16594,1,1,1,0,0,0
16884,0,1,-1,0,0,0
69787,1,1,1,0,0,0
73489,0,1,0,0,0,0
36016,1,1,1,0,0,0
85637,0,1,1,0,0,0
51946,1,1,1,0,0,0
20780,0,1,1,0,0,0
98733,1,1,1,0,0,0
27171,0,1,1,0,0,0
44141,1,1,1,0,0,0
34766,0,0,1,0,0,0
62315,1,1,0,0,0,0
46843,0,1,0,0,0,0
65714,1,1,0,0,0,0
33005,0,1,0,0,0,0
96428,1,1,0,0,0,0
79138,0,1,1,0,0,0
57087,1,1,0,0,0,0
27352,0,1,1,0,0,0
55177,1,1,0,-1,0,0
72576,0,1,1,0,0,0
48904,1,1,0,-1,0,0
10367,0,1,-1,0,0,0
59920,1,1,0,0,0,0
94589,0,1,1,0,0,0
35593,1,1,0,0,0,0
60347,0,1,1,0,0,0
97428,1,1,1,0,0,0
68757,0,1,0,0,0,0
33052,1,1,0,0,0,0
39597,0,1,-1,0,0,0
50457,1,1,0,1,0,0
33085,0,1,0,0,1,0
44448,1,1,0,0,0,0
15057,0,1,1,0,0,0
88697,1,1,-1,1,0,0
63366,0,0,1,0,0,0
15860,1,1,0,-1,1,0
77316,0,1,1,0,0,0
86248,1,1,0,-1,0,0
35704,0,1,1,0,0,0
62143,1,1,0,0,0,0
17684,0,1,0,0,0,0
12279,1,1,0,0,0,0
32122,0,1,1,0,0,0
14430,1,1,0,0,0,0
34969,0,1,1,0,0,0
27605,1,1,0,1,1,0
92845,0,0,1,0,0,0
87834,1,1,0,1,1,0
66306,0,0,1,0,0,0
